0,MATCH (N0)=[ANY SHORTEST ?p :E*]=>(N3000) RETURN ?p LIMIT 100000
869,MATCH (N0)=[SHORTEST 29 GROUPS TRAILS ?p :E{1,44}]=>(?n) RETURN ?p LIMIT 100000
870,MATCH (N0)=[SHORTEST 30 GROUPS TRAILS ?p :E{1,44}]=>(?n) RETURN ?p LIMIT 100000
871,MATCH (N0)=[SHORTEST 31 GROUPS TRAILS ?p :E{1,44}]=>(?n) RETURN ?p LIMIT 100000
872,MATCH (N0)=[SHORTEST 32 GROUPS TRAILS ?p :E{1,44}]=>(?n) RETURN ?p LIMIT 100000
873,MATCH (N0)=[SHORTEST 33 GROUPS TRAILS ?p :E{1,44}]=>(?n) RETURN ?p LIMIT 100000
874,MATCH (N0)=[SHORTEST 34 GROUPS TRAILS ?p :E{1,44}]=>(?n) RETURN ?p LIMIT 100000
875,MATCH (N0)=[SHORTEST 35 GROUPS TRAILS ?p :E{1,44}]=>(?n) RETURN ?p LIMIT 100000
876,MATCH (N0)=[SHORTEST 36 GROUPS TRAILS ?p :E{1,44}]=>(?n) RETURN ?p LIMIT 100000
877,MATCH (N0)=[SHORTEST 37 GROUPS TRAILS ?p :E{1,44}]=>(?n) RETURN ?p LIMIT 100000
878,MATCH (N0)=[SHORTEST 38 GROUPS TRAILS ?p :E{1,44}]=>(?n) RETURN ?p LIMIT 100000
879,MATCH (N0)=[SHORTEST 39 GROUPS TRAILS ?p :E{1,44}]=>(?n) RETURN ?p LIMIT 100000
880,MATCH (N0)=[SHORTEST 40 GROUPS TRAILS ?p :E{1,44}]=>(?n) RETURN ?p LIMIT 100000
881,MATCH (N0)=[SHORTEST 1 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
882,MATCH (N0)=[SHORTEST 2 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
883,MATCH (N0)=[SHORTEST 3 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
884,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
885,MATCH (N0)=[SHORTEST 5 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
886,MATCH (N0)=[SHORTEST 6 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
887,MATCH (N0)=[SHORTEST 7 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
888,MATCH (N0)=[SHORTEST 8 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
889,MATCH (N0)=[SHORTEST 9 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
890,MATCH (N0)=[SHORTEST 10 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
891,MATCH (N0)=[SHORTEST 11 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
892,MATCH (N0)=[SHORTEST 12 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
893,MATCH (N0)=[SHORTEST 13 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
894,MATCH (N0)=[SHORTEST 14 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
895,MATCH (N0)=[SHORTEST 15 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
896,MATCH (N0)=[SHORTEST 16 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
897,MATCH (N0)=[SHORTEST 17 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
898,MATCH (N0)=[SHORTEST 18 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
899,MATCH (N0)=[SHORTEST 19 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
900,MATCH (N0)=[SHORTEST 20 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
901,MATCH (N0)=[SHORTEST 21 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
902,MATCH (N0)=[SHORTEST 22 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
903,MATCH (N0)=[SHORTEST 23 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
904,MATCH (N0)=[SHORTEST 24 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
905,MATCH (N0)=[SHORTEST 25 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
906,MATCH (N0)=[SHORTEST 26 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
907,MATCH (N0)=[SHORTEST 27 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
908,MATCH (N0)=[SHORTEST 28 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
909,MATCH (N0)=[SHORTEST 29 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
910,MATCH (N0)=[SHORTEST 30 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
911,MATCH (N0)=[SHORTEST 31 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
912,MATCH (N0)=[SHORTEST 32 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
913,MATCH (N0)=[SHORTEST 33 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
914,MATCH (N0)=[SHORTEST 34 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
915,MATCH (N0)=[SHORTEST 35 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
916,MATCH (N0)=[SHORTEST 36 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
917,MATCH (N0)=[SHORTEST 37 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
918,MATCH (N0)=[SHORTEST 38 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
919,MATCH (N0)=[SHORTEST 39 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
920,MATCH (N0)=[SHORTEST 40 GROUPS TRAILS ?p :E{1,46}]=>(?n) RETURN ?p LIMIT 100000
921,MATCH (N0)=[SHORTEST 1 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
922,MATCH (N0)=[SHORTEST 2 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
923,MATCH (N0)=[SHORTEST 3 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
924,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
925,MATCH (N0)=[SHORTEST 5 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
926,MATCH (N0)=[SHORTEST 6 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
927,MATCH (N0)=[SHORTEST 7 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
928,MATCH (N0)=[SHORTEST 8 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
929,MATCH (N0)=[SHORTEST 9 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
930,MATCH (N0)=[SHORTEST 10 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
931,MATCH (N0)=[SHORTEST 11 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
932,MATCH (N0)=[SHORTEST 12 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
933,MATCH (N0)=[SHORTEST 13 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
934,MATCH (N0)=[SHORTEST 14 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
935,MATCH (N0)=[SHORTEST 15 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
936,MATCH (N0)=[SHORTEST 16 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
937,MATCH (N0)=[SHORTEST 17 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
938,MATCH (N0)=[SHORTEST 18 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
939,MATCH (N0)=[SHORTEST 19 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
940,MATCH (N0)=[SHORTEST 20 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
941,MATCH (N0)=[SHORTEST 21 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
942,MATCH (N0)=[SHORTEST 22 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
943,MATCH (N0)=[SHORTEST 23 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
944,MATCH (N0)=[SHORTEST 24 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
945,MATCH (N0)=[SHORTEST 25 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
946,MATCH (N0)=[SHORTEST 26 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
947,MATCH (N0)=[SHORTEST 27 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
948,MATCH (N0)=[SHORTEST 28 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
949,MATCH (N0)=[SHORTEST 29 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
950,MATCH (N0)=[SHORTEST 30 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
951,MATCH (N0)=[SHORTEST 31 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
952,MATCH (N0)=[SHORTEST 32 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
953,MATCH (N0)=[SHORTEST 33 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
954,MATCH (N0)=[SHORTEST 34 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
955,MATCH (N0)=[SHORTEST 35 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
956,MATCH (N0)=[SHORTEST 36 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
957,MATCH (N0)=[SHORTEST 37 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
958,MATCH (N0)=[SHORTEST 38 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
959,MATCH (N0)=[SHORTEST 39 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
960,MATCH (N0)=[SHORTEST 40 GROUPS TRAILS ?p :E{1,48}]=>(?n) RETURN ?p LIMIT 100000
961,MATCH (N0)=[SHORTEST 1 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
962,MATCH (N0)=[SHORTEST 2 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
963,MATCH (N0)=[SHORTEST 3 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
964,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
965,MATCH (N0)=[SHORTEST 5 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
966,MATCH (N0)=[SHORTEST 6 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
967,MATCH (N0)=[SHORTEST 7 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
968,MATCH (N0)=[SHORTEST 8 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
969,MATCH (N0)=[SHORTEST 9 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
970,MATCH (N0)=[SHORTEST 10 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
971,MATCH (N0)=[SHORTEST 11 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
972,MATCH (N0)=[SHORTEST 12 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
973,MATCH (N0)=[SHORTEST 13 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
974,MATCH (N0)=[SHORTEST 14 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
975,MATCH (N0)=[SHORTEST 15 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
976,MATCH (N0)=[SHORTEST 16 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
977,MATCH (N0)=[SHORTEST 17 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
978,MATCH (N0)=[SHORTEST 18 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
979,MATCH (N0)=[SHORTEST 19 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
980,MATCH (N0)=[SHORTEST 20 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
981,MATCH (N0)=[SHORTEST 21 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
982,MATCH (N0)=[SHORTEST 22 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
983,MATCH (N0)=[SHORTEST 23 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
984,MATCH (N0)=[SHORTEST 24 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
985,MATCH (N0)=[SHORTEST 25 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
986,MATCH (N0)=[SHORTEST 26 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
987,MATCH (N0)=[SHORTEST 27 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
988,MATCH (N0)=[SHORTEST 28 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
989,MATCH (N0)=[SHORTEST 29 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
990,MATCH (N0)=[SHORTEST 30 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
991,MATCH (N0)=[SHORTEST 31 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
992,MATCH (N0)=[SHORTEST 32 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
993,MATCH (N0)=[SHORTEST 33 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
994,MATCH (N0)=[SHORTEST 34 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
995,MATCH (N0)=[SHORTEST 35 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
996,MATCH (N0)=[SHORTEST 36 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
997,MATCH (N0)=[SHORTEST 37 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
998,MATCH (N0)=[SHORTEST 38 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
999,MATCH (N0)=[SHORTEST 39 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
1000,MATCH (N0)=[SHORTEST 40 GROUPS TRAILS ?p :E{1,50}]=>(?n) RETURN ?p LIMIT 100000
1001,MATCH (N0)=[SHORTEST 1 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1002,MATCH (N0)=[SHORTEST 2 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1003,MATCH (N0)=[SHORTEST 3 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1004,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1005,MATCH (N0)=[SHORTEST 5 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1006,MATCH (N0)=[SHORTEST 6 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1007,MATCH (N0)=[SHORTEST 7 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1008,MATCH (N0)=[SHORTEST 8 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1009,MATCH (N0)=[SHORTEST 9 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1010,MATCH (N0)=[SHORTEST 10 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1011,MATCH (N0)=[SHORTEST 11 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1012,MATCH (N0)=[SHORTEST 12 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1013,MATCH (N0)=[SHORTEST 13 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1014,MATCH (N0)=[SHORTEST 14 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1015,MATCH (N0)=[SHORTEST 15 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1016,MATCH (N0)=[SHORTEST 16 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1017,MATCH (N0)=[SHORTEST 17 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1018,MATCH (N0)=[SHORTEST 18 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1019,MATCH (N0)=[SHORTEST 19 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1020,MATCH (N0)=[SHORTEST 20 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1021,MATCH (N0)=[SHORTEST 21 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1022,MATCH (N0)=[SHORTEST 22 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1023,MATCH (N0)=[SHORTEST 23 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1024,MATCH (N0)=[SHORTEST 24 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1025,MATCH (N0)=[SHORTEST 25 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1026,MATCH (N0)=[SHORTEST 26 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1027,MATCH (N0)=[SHORTEST 27 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1028,MATCH (N0)=[SHORTEST 28 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1029,MATCH (N0)=[SHORTEST 29 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1030,MATCH (N0)=[SHORTEST 30 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1031,MATCH (N0)=[SHORTEST 31 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1032,MATCH (N0)=[SHORTEST 32 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1033,MATCH (N0)=[SHORTEST 33 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1034,MATCH (N0)=[SHORTEST 34 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1035,MATCH (N0)=[SHORTEST 35 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1036,MATCH (N0)=[SHORTEST 36 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1037,MATCH (N0)=[SHORTEST 37 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1038,MATCH (N0)=[SHORTEST 38 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1039,MATCH (N0)=[SHORTEST 39 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1040,MATCH (N0)=[SHORTEST 40 GROUPS TRAILS ?p :E{1,52}]=>(?n) RETURN ?p LIMIT 100000
1041,MATCH (N0)=[SHORTEST 1 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1042,MATCH (N0)=[SHORTEST 2 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1043,MATCH (N0)=[SHORTEST 3 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1044,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1045,MATCH (N0)=[SHORTEST 5 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1046,MATCH (N0)=[SHORTEST 6 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1047,MATCH (N0)=[SHORTEST 7 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1048,MATCH (N0)=[SHORTEST 8 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1049,MATCH (N0)=[SHORTEST 9 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1050,MATCH (N0)=[SHORTEST 10 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1051,MATCH (N0)=[SHORTEST 11 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1052,MATCH (N0)=[SHORTEST 12 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1053,MATCH (N0)=[SHORTEST 13 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1054,MATCH (N0)=[SHORTEST 14 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1055,MATCH (N0)=[SHORTEST 15 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1056,MATCH (N0)=[SHORTEST 16 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1057,MATCH (N0)=[SHORTEST 17 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1058,MATCH (N0)=[SHORTEST 18 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1059,MATCH (N0)=[SHORTEST 19 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1060,MATCH (N0)=[SHORTEST 20 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1061,MATCH (N0)=[SHORTEST 21 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1062,MATCH (N0)=[SHORTEST 22 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1063,MATCH (N0)=[SHORTEST 23 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1064,MATCH (N0)=[SHORTEST 24 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1065,MATCH (N0)=[SHORTEST 25 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1066,MATCH (N0)=[SHORTEST 26 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1067,MATCH (N0)=[SHORTEST 27 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1068,MATCH (N0)=[SHORTEST 28 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1069,MATCH (N0)=[SHORTEST 29 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1070,MATCH (N0)=[SHORTEST 30 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1071,MATCH (N0)=[SHORTEST 31 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1072,MATCH (N0)=[SHORTEST 32 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1073,MATCH (N0)=[SHORTEST 33 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1074,MATCH (N0)=[SHORTEST 34 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1075,MATCH (N0)=[SHORTEST 35 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1076,MATCH (N0)=[SHORTEST 36 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1077,MATCH (N0)=[SHORTEST 37 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1078,MATCH (N0)=[SHORTEST 38 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1079,MATCH (N0)=[SHORTEST 39 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1080,MATCH (N0)=[SHORTEST 40 GROUPS TRAILS ?p :E{1,54}]=>(?n) RETURN ?p LIMIT 100000
1081,MATCH (N0)=[SHORTEST 1 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1082,MATCH (N0)=[SHORTEST 2 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1083,MATCH (N0)=[SHORTEST 3 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1084,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
